TweetTime,Tweet,Location,FollowersCount,FriendsCount,ListedCount,FavouritesCount,StatusesCount,UserCreatedAt,Lang
Wed Jun 03 10:01:55 +0000 2009,b'#ECB Actions: Slow But Steady. #Rates #EU #Fed #EIB http://viigo.im/M7v',Global,465,283,20,4,2902,Mon Mar 16 08:59:57 +0000 2009,en
Wed Jun 03 09:41:50 +0000 2009,b'Lunacek (Die Gr\\xfcnen) will 10 - 11 %. Was ist den dass f\\xfcr eine Kampfansage? Nicht gewinnen - nicht halten - ein wenig verlieren. #EU Wahl',"Vienna, Austria",1950,949,139,22562,31965,Sun Sep 14 22:58:10 +0000 2008,de
Wed Jun 03 09:41:01 +0000 2009,b'GroenLinks Flyermarathon - Dat zijn dus weer 10.000 gekapte bomen. \\n@groenlinksEU  @_ep09 @japio #gleu #egp #eu',Holland,5288,3142,123,45439,207720,Thu Feb 12 13:58:18 +0000 2009,nl
Wed Jun 03 09:37:46 +0000 2009,b'Der Beste m\\xf6ge gewinnen. Kommissarposten. #HPM & Lunacek f\\xfcr Hearing im Parlament & ORF \\xdcbertragung #EU Wahl #Elefantenrunde',"Vienna, Austria",1950,949,139,22562,31965,Sun Sep 14 22:58:10 +0000 2008,de
Wed Jun 03 09:27:28 +0000 2009,"b'29 roden, 26 pflanzen und alles wegen der #EU. Auch #Weinst\\xf6cke leiden unter #B\\xfcrokratie, zum Beispiel in #Taucha: http://tinyurl.com/qe6v4r'",Leipzig,3454,285,265,35,73315,Wed Dec 10 11:31:10 +0000 2008,de
Wed Jun 03 09:08:43 +0000 2009,b'Stadler: Der Konsument muss es dann zahlen. #Der Konsument & Mensch muss immer alles zahlen! HPM Transportkostenwahrheit #EU Wahl',"Vienna, Austria",1950,949,139,22562,31965,Sun Sep 14 22:58:10 +0000 2008,de
Wed Jun 03 08:54:24 +0000 2009,"b""RT @ivan007: #-eu09 #eu or put it this way, I'd vote Labour to keep BNP and/or UKIP or Tories out, but apart from that see no reason, wi ...""",European Union,523,429,26,0,15144,Sat Apr 11 01:36:20 +0000 2009,en
Wed Jun 03 08:54:22 +0000 2009,b'RT @ivan007: #eu  #-eu09 anyone got views on voting tomorrow? anyone voting Labour? why?',European Union,523,429,26,0,15144,Sat Apr 11 01:36:20 +0000 2009,en
Wed Jun 03 08:54:14 +0000 2009,"b""#eu09 #eu or put it this way, I'd vote Labour to keep BNP and/or UKIP or Tories out, but apart from that see no reason, will vote LibDem""","Brighton, UK",1658,1617,81,666,22017,Mon Jan 08 12:53:19 +0000 2007,en
Wed Jun 03 08:53:32 +0000 2009,b'#eu  #eu09 anyone got views on voting tomorrow? anyone voting Labour? why?',"Brighton, UK",1658,1617,81,666,22017,Mon Jan 08 12:53:19 +0000 2007,en
Wed Jun 03 08:51:55 +0000 2009,b'Wir freuen uns \\xfcber die Einf\\xfchrung der Finanztransaktionssteuer. Alle Parteien daf\\xfcr. #EU Wahl #Elefantenrunde',"Vienna, Austria",8221,1047,374,1119,7606,Tue Nov 11 12:23:45 +0000 2008,de
Wed Jun 03 08:48:43 +0000 2009,"b'\\xd6VP Strasser will klare Regeln gegen die kapitalistische Gier, die von Amerika gekommen ist. #der hat wohl keine Ahnung #EU Wahl #Elefanten'","Vienna, Austria",1950,949,139,22562,31965,Sun Sep 14 22:58:10 +0000 2008,de
Wed Jun 03 08:41:17 +0000 2009,b'5 alte M\\xe4nner in schwarzen/grauen Anz\\xfcgen. Und die sollen die Welt ver\\xe4ndern? #Elefantenrunde #EU Wahl',"Vienna, Austria",1950,949,139,22562,31965,Sun Sep 14 22:58:10 +0000 2008,de
Wed Jun 03 08:37:33 +0000 2009,b'Die Elefantenrunde von gestern ... http://euwahl09.orf.at/stories/1603916/ #Video on Demand #EU Wahl #Kasperltheater ... mal sehen',"Vienna, Austria",1950,949,139,22562,31965,Sun Sep 14 22:58:10 +0000 2008,de
Wed Jun 03 08:18:22 +0000 2009,b'RT @MacarenaRG: Hablando de las elecciones en C\\xe1mara Abierta 2.0 http://tinyurl.com/otk4uy #eu #-eu09 #ep09',European Union,523,429,26,0,15144,Sat Apr 11 01:36:20 +0000 2009,en
Wed Jun 03 08:17:35 +0000 2009,"b'SZ \\xfcber Irland und EU: ""Tricksen f\\xfcr Europa"" http://is.gd/MZjO #europawahl #irland #eu #wahl'",Berlin,3430,1426,264,1,3256,Tue Feb 10 16:37:53 +0000 2009,en
Wed Jun 03 08:16:36 +0000 2009,b'Hablando de las elecciones en C\\xe1mara Abierta 2.0 http://tinyurl.com/otk4uy #eu #eu09 #ep09',,3251,4345,279,90,15773,Fri Jun 27 14:40:29 +0000 2008,es
Wed Jun 03 08:10:57 +0000 2009,b'Telecomix News Agency will report from Deutsche Welle Global Media Forum. #eu-09 #werebuildeu',Internets,25220,9,1220,2,10612,Mon Jun 01 10:40:45 +0000 2009,en
Wed Jun 03 08:04:24 +0000 2009,b'#EU - Utidig utenlandsk innblanding i norsk dyretransport provoserer n\\xe6ringen: http://www.nationen.no/nyhet/article4371583.ece',Teheran,70,80,1,20,1020,Thu Feb 19 03:19:49 +0000 2009,en
Wed Jun 03 08:03:41 +0000 2009,b'@kaktusmann wir erwarten von der #CSU- nichts. Aber gut recherchierte Artikel \\xfcber die CSU-Polemik verbreiten wir gerne ;-) #SZ #CSU- #EU',Munich/München,5297,2570,193,1185,8017,Mon Aug 25 16:24:54 +0000 2008,de
Wed Jun 03 07:44:13 +0000 2009,"b'""Ist die EU-Wahl ein erster Indikator f\\xfcr die Bundestagswahl?"" Ihre Antworten, bitte! &gt;&gt; http://tr.im/nfZH #wka #eu #wahl'","Berlin, Hegelplatz 1",137899,9023,2662,5148,62762,Thu May 01 12:31:20 +0000 2008,de
Wed Jun 03 07:44:13 +0000 2009,"b'""Ist die EU-Wahl ein erster Indikator f\\xfcr die Bundestagswahl?"" Ihre Antworten, bitte! &gt;&gt; http://tr.im/nfZH #wka #eu #wahl'",Berlin-Kreuzberg,2284,939,80,18824,13977,Mon Apr 09 21:41:15 +0000 2007,en
Wed Jun 03 07:39:26 +0000 2009,"b'@ehkloa: als ""wahlverlierer"" seh ich mich jetzt schon - keine partei vertritt meine anliegen in der #EU. und ich denk, da geht\'s vielen so!'",Librería Utopía,725,1724,74,147,4742,Tue Jan 22 01:34:49 +0000 2008,de
Wed Jun 03 06:40:42 +0000 2009,"b'Aprop\\xe5 #eu #euval. Det kan ju vara bra att t\\xe4nka p\\xe5 att Europaparlamentet inte har motionsr\\xe4tt. Inte direkt ett traditionellt parlanent, ...'",,334,1192,6,968,5673,Tue Feb 17 09:36:41 +0000 2009,sv
Wed Jun 03 06:40:27 +0000 2009,"b'Die FAZ von heute versteckt seine Artikel zur #Europawahl unter der Rubrik ""Wirtschaft"". Kann mir das jemand erkl\\xe4ren? #ep09 #eu-wahl'",,64,156,3,0,164,Wed Jun 03 05:56:09 +0000 2009,en
Wed Jun 03 06:37:54 +0000 2009,"b'Die FAZ von heute versteckt seine Artikel zur #Europawahl unter der Rubrik ""Wirtschaft"". Kann mir das jemand erkl\\xe4ren? #ep09 #eu-wahl'",Europe,1029,434,121,69,5761,Mon Jan 26 11:09:09 +0000 2009,en
Wed Jun 03 06:15:47 +0000 2009,b'RT: @inpressulum: #EU von A bis Z - Lernen Sie Europa kennen! - #ZDF 23.00 Uhr #europawahl09 #tvtipp',,64,156,3,0,164,Wed Jun 03 05:56:09 +0000 2009,en
Wed Sep 17 22:59:58 +0000 2014,"b""RT @wikileaks: If #Scotland votes 'yes' tomorrow, it may have a famous new resident: Edward #Snowden | BBC http://t.co/tde208Ksd8 #indyref \\u2026""",,2845,2573,80,1824,5851,Thu Jan 05 14:27:41 +0000 2012,en
Wed Sep 17 22:59:58 +0000 2014,"b'Happy #indyref day #Scotland. Carpe diem, for those of us who cannae. #VoteYes! #voteaye! #SaorAlba!'",merccuh,17,47,1,243,692,Tue Sep 09 00:55:01 +0000 2014,en
Wed Sep 17 22:59:58 +0000 2014,b'Hey #scotland #Indyref Vote Team GB tomorrow. Look Gordon left his initials. http://t.co/XU8DYBDz3M',Warlingham,1117,1055,52,17565,59168,Tue Apr 10 10:49:54 +0000 2012,en
Wed Sep 17 22:59:56 +0000 2014,b'RT @WilliamsJon: Final opinion polls in #indyref suggest #Scotland will reject independence - but only just.  Polls open in &lt; 9 hours. 80% \\u2026',K2stan,259,2316,3,2080,4486,Tue May 21 07:54:41 +0000 2013,en
Wed Sep 17 22:59:51 +0000 2014,b'@AlexSalmond @NicolaSturgeon Is bonny #Scotland full of #bravehearts or retreats who will retort \\u201cAlba gu bra\\u201d - \\u201cScotland forever!\\u201d#indyref',Planet Earth,1171,2246,44,942,22941,Sun Feb 26 00:10:11 +0000 2012,en
Wed Sep 17 22:59:41 +0000 2014,b'Edinburgh is absolutely bouncing. This may actually happen. #Scotland #independence',USA,1988,1094,91,12,1413,Wed Apr 16 12:45:23 +0000 2008,en
Wed Sep 17 22:59:36 +0000 2014,b'Normally West power  supports other referendum for independence but right now they are against #Yes for #Scotland',Somewhere in Africa,957,622,15,3893,11832,Fri Mar 11 10:29:26 +0000 2011,en
Wed Sep 17 22:59:34 +0000 2014,"b""GOOD LUCK #SCOTLAND Whichever way you vote we'll always be brothers and sisters in the fight for dignity, equality and recognition....""",,2215,746,109,4221,23392,Wed Aug 20 11:13:45 +0000 2014,en
Wed Sep 17 22:59:34 +0000 2014,b'#Scotland#GLASGOW so much love in this town https://t.co/NOHGFC9MH6',"greenock, scotland",124,773,0,261,945,Thu Dec 08 20:27:24 +0000 2011,en
Wed Sep 17 22:59:31 +0000 2014,b'RT @SAMAATV: Future of Union Jack in doubt as #Scotland votes http://t.co/sXb2UE5MNL http://t.co/ZXyHqBKcWC',Pakistan,77,44,0,0,5571,Fri Aug 22 07:19:20 +0000 2014,en
Wed Sep 17 22:59:29 +0000 2014,"b'Rajoy warned that the referendum in #Scotland &amp; #Catalonia, cause poverty and recession #PleaseSendUsObservers #STOP http://t.co/RpDGQoscjn'",Catalonia,17389,1915,123,38970,244742,Sun Sep 30 22:06:53 +0000 2012,es
Wed Sep 17 22:59:28 +0000 2014,"b'It\'s getting real in #Scotland. People out in the streets tonight rallying for ""YES"" #ScotlandDecides http://t.co/5Ug2Q2KtwF'","Kentucky, USA",1242,1260,96,3570,10401,Thu Mar 26 04:16:03 +0000 2009,en
Wed Sep 17 22:59:23 +0000 2014,b'RT @evepaludan: \\xa30.77 WITCHY BUSINESS (#Witch Detectives #1) http://t.co/qv3fflhagK  #Scotland #indiekindle http://t.co/HwQHOC4ZVJ',,2166,1890,173,443,244536,Wed Dec 04 11:27:42 +0000 2013,en
Wed Sep 17 22:59:22 +0000 2014,b'A few hours before polls in #Scotland open #indyref',"London, England • Bhutan ",2459,224,140,1639,35971,Fri Feb 20 16:54:29 +0000 2009,en
Wed Sep 17 22:59:21 +0000 2014,"b""If the banks don't want #scottishindependence then it must be good for the people of #Scotland so #VoteYes""",UK,106,657,1,428,627,Tue Nov 05 23:33:35 +0000 2013,en-gb
Wed Sep 17 22:59:21 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',,19,63,0,644,1664,Sun Mar 24 04:09:56 +0000 2013,en
Wed Sep 17 22:59:15 +0000 2014,"b'RT @John_Gillibrand: #Prayers tonight for #Scotland, and for the people of Scotland, on all sides of the #indyref debate. Gweddiau dros yr \\u2026'",ceredigion,345,835,6,5089,5764,Sat Feb 18 20:15:23 +0000 2012,en
Wed Sep 17 22:59:14 +0000 2014,b'RT @martinmc2086: What and amazing atmosphere it was tonight. #indyref #voteyes #scotland @ George Square http://t.co/7eR4Pcgv0v',,421,685,49,8809,44661,Sat Mar 26 10:09:47 +0000 2011,en
Wed Sep 17 22:59:12 +0000 2014,"b""RT @glenoglaza1: Come On #Scotland Don't reduce our country #VoteNo #UK We need to stay stronger together. What unites us is far greater th\\u2026""",united kingdom,307,1166,15,2079,9406,Thu Apr 21 19:23:59 +0000 2011,en
Wed Sep 17 22:59:12 +0000 2014,b'People of #Scotland please wake up tomorrow with some common sense &amp; realise that voting yes will be terrible for both you &amp; rest of UK!',London,489,667,8,3110,3743,Tue Jun 28 19:12:31 +0000 2011,en
Wed Sep 17 22:59:12 +0000 2014,b'RT @katiecouric: What you need to know about the Scottish Independence Referendum Bill. http://t.co/RKJGA40Nxq #Scotland #indyref #NowIGetI\\u2026',Oklahoma,853,1195,34,1491,11909,Mon Nov 22 01:38:20 +0000 2010,en
Wed Sep 17 22:59:11 +0000 2014,"b""RT @ExcellentPat: Quick Photoshop job. They're all wrong, but he's right. #indyref #nothanks #Scotland #voteno http://t.co/e41gKDcSTz""","Manchester, United Kingdom",313,551,8,252,2976,Mon Mar 14 10:35:08 +0000 2011,en
Wed Sep 17 22:59:08 +0000 2014,"b""Goodnight #Scotland .We hope the right decision's made tomorrow because the wrong decision doesn't bear thinking about for our kids #indyref""",in a world of my own,75,148,11,314,13827,Fri May 17 17:18:32 +0000 2013,en
Wed Sep 17 22:59:07 +0000 2014,"b'#Scotland #IndyRef #English4Yes: a choice between ""No"" and ""Yes"" is a choice between slavery and bravery. #YouYesYet?'",Scotland; born N. England,2502,5003,532,133886,87891,Mon Dec 05 04:12:06 +0000 2011,en
Wed Sep 17 22:59:06 +0000 2014,"b""RT @livegreenordie: C'mon #Scotland You can do it! \\nA Thousand Years @christinaperri \\nhttps://t.co/51WOZ7zVCM \\nhttp://t.co/ue1daVJCTc http:\\u2026""",Colorado and Montana,51035,48943,408,46860,129199,Thu Sep 23 22:59:58 +0000 2010,en
Wed Sep 17 22:59:05 +0000 2014,"b""RT @CBCAlerts: US President #BarackObama says he hopes #UK remains 'strong, robust, united.' Independence vote takes place tomorrow in #Sco\\u2026""","Toronto, Ontario",4879,742,80,8949,11964,Tue Jun 30 03:54:29 +0000 2009,en
Wed Sep 17 22:59:04 +0000 2014,"b""If #Scotland votes YES tomorrow (Thursday) @David_Cameron will be the leader who lost the union ! let's make it REAL ! #ScotlandIndependence""",Turkey-Israel,1235,71,214,274,101191,Thu Sep 17 16:45:16 +0000 2009,en
Wed Sep 17 22:59:03 +0000 2014,b'RT @woodenfishjim: #BDS #Boycottisrael #Scotland http://t.co/I6P6T7YgtX',,641,1072,16,534,15404,Fri Jul 25 23:25:22 +0000 2014,en
Wed Sep 17 22:59:03 +0000 2014,"b'Washington Post: If #Scotland votes to secede, it joins very rare company http://t.co/pP0eRnW1o4 http://t.co/FdvCOL2fRT'","Atlanta, GA",402,988,20,8934,49783,Sun Feb 19 22:54:26 +0000 2012,en
Wed Sep 17 22:59:02 +0000 2014,"b""RT @Sara__Firth: 'And I'll be in #Scotland afore ye;'.... Crowd in #Glasgow roars along to\\nBonnie Banks O' Loch Lomond #Indyref http://t.co\\u2026""","Glasgow, Scotland",6549,5454,93,192383,228554,Mon Jul 09 13:21:28 +0000 2012,en
Wed Sep 17 22:59:02 +0000 2014,b'#ScotlandDecides good luck #Scotland no matter which you vote hope you make the right choice to stay or go. #scottishindependence',"Lincoln, UK",285,210,55,796,2300,Wed Jan 29 15:36:27 +0000 2014,en
Wed Sep 17 22:59:00 +0000 2014,b'To the Scottish side of my family ... I hope you make the right choice #ScotlandDecides #Scotland #UK',"Doncaster, England",554,445,3,14658,14635,Wed Apr 20 09:58:30 +0000 2011,en
Wed Sep 17 22:58:57 +0000 2014,b'RT @HistoryNeedsYou: I trust the people of #Scotland to make the right decision on #indyref because they are the real experts\\n\\n#democracy h\\u2026',"Little Rock, AR",2542,2547,88,2556,35838,Tue May 13 15:20:26 +0000 2008,en
Wed Sep 17 22:58:56 +0000 2014,b'#Bayes says \\u201cdon\\u2019t worry\\u201d about #Scotland\\u2019s Referendum http://t.co/dM16mTlTjs',"Málaga, España",527,487,81,391,1679,Tue Jul 28 11:31:01 +0000 2009,es
Wed Sep 17 22:58:54 +0000 2014,"b""#Scotland I hope you're past the point where you believe the politicians' promises? You can't trust Cameron! #VoteYes""","Barcelone, Catalogne",1295,1163,66,54606,45174,Mon May 03 02:22:14 +0000 2010,fr
Wed Sep 17 22:58:54 +0000 2014,b'An Independent #Scotland Powered by #bitcoin? http://t.co/Yvk8mHA4t0',Matter Doesn't Matter,51180,12679,7425,2506,852316,Tue Jan 07 23:52:46 +0000 2014,en
Wed Sep 17 22:58:53 +0000 2014,b'RT @garethicke: Goodnight all. \\n\\nMassive day in history tomorrow.\\n\\nI sincerely hope my friends in #Scotland get the result they want.',liverpool.,6171,5598,64,62746,93931,Thu Nov 04 09:50:57 +0000 2010,en
Wed Sep 17 22:58:53 +0000 2014,b'RT @SAMAATV: Future of Union Jack in doubt as #Scotland votes http://t.co/sXb2UE5MNL http://t.co/ZXyHqBKcWC',"Karachi, Pakistan",770,2163,21,24869,65254,Wed Nov 07 20:44:25 +0000 2012,en
Wed Sep 17 22:58:53 +0000 2014,b'RT @disinfo: How the #media shafted the people of #Scotland http://t.co/HM5hFq3daD #news #independence #representation',North East of England,274,1240,19,12973,22988,Mon Mar 09 22:59:44 +0000 2009,en
Wed Sep 17 22:58:51 +0000 2014,"b""I'm away to dream and wish it.  I'll do it in the morning.\\n#Scotland #HopeOverFear #VoteYes http://t.co/btgkU1wW2G""",Glasgow,856,977,25,15496,9899,Fri May 30 05:08:11 +0000 2014,en-gb
Wed Sep 17 22:58:50 +0000 2014,b'RT @KatieEwen123: Nobody here again tonight. Absolutely hee haw happening... \\U0001f602\\U0001f602\\U0001f602 #CannyMove #VoteYes #indyref #yes #Scotland http://t.co/dC\\u2026',"Scotland, United Kingdom",353,1001,8,3131,32467,Tue Jan 05 22:39:10 +0000 2010,en
Wed Sep 17 22:58:50 +0000 2014,b'RT @VanDamCNN: Voting opens at 7am in #Scotland as residents decide on their independence. No unusual weather forecast @CNN #Glasgow http:/\\u2026',Oklahoma City area,929,325,74,16710,220178,Sun Jul 05 19:28:32 +0000 2009,en
Wed Sep 17 22:58:48 +0000 2014,"b""Please vote what is best for our country #scotland for our future generations. Don't allow England to\\u2026 http://t.co/l1zyZbj0wq""",my location is top secret,45,117,0,87,935,Tue Sep 11 22:27:04 +0000 2012,en
Wed Sep 17 22:58:47 +0000 2014,"b""RT @Jane_Samuels: If you only read 1 article on #Scotland's vote: Not about Braveheart, kilts, tribal nationalism. It\\u2019s about democracy htt\\u2026""",Cumbria UK,1835,5002,94,12317,21363,Mon Mar 29 13:27:44 +0000 2010,en
Wed Sep 17 22:58:46 +0000 2014,b'RT @evepaludan: #WITCH WAY OUT (#3) Elle investigates #spooky archaeology dig. Got #goblins? #witches \\u25bahttp://t.co/emp2ac2aIR\\u25c4 #paranormal \\u2026',Smoky Mountains,21028,21899,1253,18921,412771,Tue Jul 02 05:55:37 +0000 2013,en
Wed Sep 17 22:58:46 +0000 2014,"b""RT @danni_paterson: Guys, this has been amazing. No matter what happens tomorrow it's been brilliant meeting so many forward thinking peopl\\u2026""",,100,57,10,31,2811,Mon Dec 10 01:06:29 +0000 2012,en-gb
Wed Sep 17 22:58:45 +0000 2014,b'RT @evepaludan: #99cents WITCHY BUSINESS http://t.co/qv3fflhagK\\xa0 #witches #vampires #mystery #romance #paranormal #Scotland #UK...',Smoky Mountains,21028,21899,1253,18921,412771,Tue Jul 02 05:55:37 +0000 2013,en
Wed Sep 17 22:58:44 +0000 2014,"b""RT @ScottieMcClue: If You Are A #NoVoter or #undecided #Scotland Don't Panic - It's Not Too Late For You To Cross The Floor and #VoteYes #i\\u2026""","Aberdeen, Scotland",494,727,8,528,15844,Wed Nov 23 14:52:16 +0000 2011,en
Wed Sep 17 22:58:44 +0000 2014,"b""@Scott31459 @jamesak47 About the massive inequality in #England. #Scotland shouldn't suffer for crappy WM decisions and mistakes.""","British Columbia, Canada",2532,3592,111,10187,52077,Sun Sep 09 21:22:16 +0000 2012,en
Wed Sep 17 22:58:42 +0000 2014,"b'Hey #Scotland whatever you decide, I hope it is the right decision. #ScotlandDecides #ScottishReferendum'","Cambridge,ON,Canada",130,732,6,1461,1230,Tue Apr 14 19:29:21 +0000 2009,en
Wed Sep 17 22:58:40 +0000 2014,b'#Scotland could lead the way towards a federal #UK by Shirley Williams http://t.co/QERaF4VQs7 via @guardian #indyref',"London, UK",76,521,3,5300,1560,Mon Jan 20 08:24:55 +0000 2014,en
Wed Sep 17 22:58:37 +0000 2014,b'RT @HistoryNeedsYou: I trust the people of #Scotland to make the right decision on #indyref because they are the real experts\\n\\n#democracy h\\u2026',Achill island. Co mayo,5219,5654,108,6486,65940,Thu Feb 12 11:11:02 +0000 2009,en
Wed Sep 17 22:58:37 +0000 2014,"b""In #Scotland, \\u2018Yes\\u2019 campaign wins if vote is 'No' but close, England will bribe it to stay http://t.co/DzwrarX9Dl""","Canada, US, Europe",272420,145073,1305,71,15228,Fri Jul 17 17:24:46 +0000 2009,en
Wed Sep 17 22:58:37 +0000 2014,b'Cuarto portad\\xf3n @thecourieruk con mensaje en el fald\\xf3n\\n#Scotland #UK http://t.co/7dbtENasf5',,5323,1915,249,2386,13888,Wed Nov 02 20:51:42 +0000 2011,es
Wed Sep 17 22:58:34 +0000 2014,b'Say #Yes so Sean Connery can die knowing #Scotland is Free! #indyref \\n\\n#ScotlandDecides #YesScotland #YesBecause',,66,93,1,796,1145,Sun Aug 04 07:20:58 +0000 2013,en
Wed Sep 17 22:58:32 +0000 2014,b'RT @HistoryNeedsYou: I trust the people of #Scotland to make the right decision on #indyref because they are the real experts\\n\\n#democracy h\\u2026',Nigeria,3670,1716,12,2680,79774,Fri Mar 11 16:53:41 +0000 2011,en
Wed Sep 17 22:58:32 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',,702,1005,103,33911,76929,Fri Dec 25 21:57:38 +0000 2009,en
Wed Sep 17 22:58:31 +0000 2014,"b""'But pleasures are like poppies spread, \\nYou seize the flow'r, its bloom is shed' - Rabbie Burns #scotland #indyref""","Sydney, Australia",1070,1574,43,4951,5974,Tue Jan 26 23:03:15 +0000 2010,en
Wed Sep 17 22:58:28 +0000 2014,"b""RT @Sara__Firth: 'And I'll be in #Scotland afore ye;'.... Crowd in #Glasgow roars along to\\nBonnie Banks O' Loch Lomond #Indyref http://t.co\\u2026""",,832,1089,13,1581,19107,Mon Jun 08 12:28:19 +0000 2009,en
Wed Sep 17 22:58:27 +0000 2014,"b""I really hope #Scotland moves forward w/separation. They are a strong country &amp; I think it's about time the dying #Empire got a pink slip""","Virginia, USA",453,1159,20,7724,6549,Fri Jan 18 11:13:03 +0000 2013,en
Wed Sep 17 22:58:24 +0000 2014,b'RT @SAMAATV: Future of Union Jack in doubt as #Scotland votes http://t.co/sXb2UE5MNL http://t.co/ZXyHqBKcWC',,62,38,0,0,10410,Sat Jul 12 02:02:31 +0000 2014,en
Wed Sep 17 22:58:23 +0000 2014,"b'RT @HistoryNeedsYou: Skye, pretty as a painting, in glorious #Scotland http://t.co/xkBf4tfbrK'",Newfoundland,863,2560,33,3717,14753,Thu Apr 02 17:38:05 +0000 2009,en
Wed Sep 17 22:58:23 +0000 2014,"b""Why exactly is #Scotland so left-wing politically? I don't get it. #specialreport""",,2248,2575,44,10726,38469,Tue Sep 18 02:41:01 +0000 2012,en
Wed Sep 17 22:58:18 +0000 2014,b'RT @KatieEwen123: My Twitter reach in the last week or two has just hit 1 million!! \\U0001f633\\U0001f633\\U0001f633 I hope they are all voting YES!! \\U0001f602\\U0001f602 #VoteYes #indyr\\u2026',,205,184,6,3771,8074,Fri Jul 24 08:34:03 +0000 2009,en
Wed Sep 17 22:58:10 +0000 2014,"b'#Scotland, yes!\\nhttp://t.co/cSRj8rUcA0'",EU-D-HH,231,574,38,3233,18991,Mon May 03 11:00:04 +0000 2010,de
Wed Sep 17 22:58:04 +0000 2014,"b'No fear, we can do this \\u2714\\ufe0f #VoteYes #Scotland http://t.co/nI9PwQ7Rv5'",Edinburgh,254,477,7,13079,5732,Tue Sep 20 18:28:40 +0000 2011,en
Wed Sep 17 22:58:04 +0000 2014,b'People in #Scotland will vote tomorrow whether the country should stay in the #UK or become an independent nation. #YES',"Morristown, NJ ",14132,3903,584,1633,44924,Sat Mar 10 22:11:25 +0000 2007,en
Wed Sep 17 22:58:02 +0000 2014,b'http://t.co/39MAeLx8ox. Glad to see some good news and long may it continue #jobs #scotland #bbc',,46,134,0,145,159,Thu Jan 24 13:24:21 +0000 2013,en
Wed Sep 17 22:58:01 +0000 2014,b'RT @AlllyMango: #Referendum: Study finds those with more info are more likely to vote #yes http://t.co/EmEUeCKWN5 #indyref #scotland',USA mostly,74,433,5,1317,2794,Wed Jan 08 04:51:47 +0000 2014,en
Wed Sep 17 22:57:58 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',"Oslo, Norway",6826,5621,235,123324,122018,Sun Sep 19 11:22:30 +0000 2010,en
Wed Sep 17 22:57:58 +0000 2014,"b""RT @glenoglaza1: Come On #Scotland Don't reduce our country #VoteNo #UK We need to stay stronger together. What unites us is far greater th\\u2026""",United Kingdom,1131,883,29,74054,74271,Wed Nov 24 23:21:52 +0000 2010,en
Wed Sep 17 22:57:57 +0000 2014,"b'Whatever your vote, this is funny! Gotta love the Leithers! #IndyRef #ScotlandDecides #Scotland #scotnight #Bams http://t.co/Okl34Iofib'",Edinburgh,994,1632,19,2851,2923,Fri Jun 26 14:34:20 +0000 2009,en
Wed Sep 17 22:57:56 +0000 2014,b'RT @zucenan: 9/18/2014. It\\xb4s time for scottish to decide their own future. Good luck! #scotland #democracy',"Getaria, Euskal Herria",364,437,8,2004,2470,Tue May 10 18:26:47 +0000 2011,eu
Wed Sep 17 22:57:55 +0000 2014,b'#choice #change #hope #future #indyref #ScotlandDecides #Scotland #referendum http://t.co/TEKC642Cvb',"Glasgow, Scotland",187,351,0,1222,1749,Sun Sep 23 21:48:10 +0000 2012,en
Wed Sep 17 22:57:54 +0000 2014,"b""RT @adamjones416: RT this message if you're Welsh and support a #Yes vote for #Scotland tomorrow! You can do it! We're behind you all the w\\u2026""",Here - Why where are you?,398,1007,4,2258,5357,Mon Nov 03 14:04:17 +0000 2008,en
Wed Sep 17 22:57:54 +0000 2014,b'RT @TheWeeSessions: #voteyes #indyref #scotland #yesbecause @citizentommy http://t.co/RYhteA3QMw',,373,435,31,8184,13051,Thu May 17 20:55:32 +0000 2012,en
Wed Sep 17 22:57:47 +0000 2014,b'RT @RT_com: Day before #Scotland goes to the polls in #Indyref  http://t.co/oFpEd9BCLM http://t.co/Waly5Himgz',南関東の右の方,153,218,20,1448,19655,Sun Feb 07 14:29:46 +0000 2010,ja
Wed Sep 17 22:57:43 +0000 2014,"b'I say 5. RT @Cameron_Gray: Agreed, but 8 - RT @LouiseMensch: My prediction: NO, comfortably in the end. 6 point lead. #indyref #Scotland'","City of Potholes & Vomit, Indiana",8919,5788,343,23379,228341,Tue Jun 09 21:20:28 +0000 2009,en
Wed Sep 17 22:57:43 +0000 2014,"b""RT @LIFE: 'Scotland: Vintage Photos From a Unique Northern Land': http://t.co/0u7BBg8HJr #Scotland http://t.co/t5xoYCZwJJ""",#まな .#Rouen #Paris #Seaside,5044,4894,221,27416,48072,Sun Aug 22 11:09:01 +0000 2010,fr
Wed Sep 17 22:57:35 +0000 2014,b'RT @paperthinksuk: We should all have a #Rubine bike to go with our Rubine #bag.....#recycled #leather #london #paperthinks #scotland http:\\u2026',"Toronto, Ontario",17439,17217,1420,14443,22312,Tue Dec 17 18:28:22 +0000 2013,en
